Search_Rank,MIM_Raw,MIM_ID,Entry_Prefix,Entry_Type,Title,Included_Titles,Cytogenetic_Location,Genomic_Coordinates_GRCh38,Entrez_Gene_ID_Raw,Title_Symbol_Candidate,Is_Gene_Search_Hit,Relation_Class,Mechanism_Tag,Age_Scope,Hemorrhagic_Flag,Venous_Predominant_Flag,Gene_Phenotype_Link_Status,Evidence_Layer,Linked_Gene_Symbols,Gene_Target_Status,Target_Eligible_Strict,Include_Extended_Sensitivity,Decision_Reason,Evidence_URL,Source_File,Search_Term,Download_Date,Search_Truncated,Reported_Hits,Exported_Hits
717,*164790,164790,*,Gene_entry,"NRAS PROTOONCOGENE, GTPase; NRAS",,1p13.2,1:114704469-114716771,4893,NRAS,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
718,*164920,164920,*,Gene_entry,"KIT PROTOONCOGENE, RECEPTOR TYROSINE KINASE; KIT",,4q12,4:54657957-54740715,3815,KIT,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
719,*104750,104750,*,Gene_entry,SERUM AMYLOID A1; SAA1,,11p15.1,11:18266264-18269967,6288,SAA1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
720,*176310,176310,*,Gene_entry,PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR 1; PBX1,"PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR PSEUDOGENE 1, INCLUDED; PBXP1, INCLUDED",1q23.3,1:164559184-164886047,5087,PBX1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,检索词中的acute等来自血液肿瘤语境，非脑缺血性卒中,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
721,*180474,180474,*,Gene_entry,RIBOSOMAL PROTEIN L22; RPL22,,1p36.31,1:6185020-6199595,6146,RPL22,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
722,*186770,186770,*,Gene_entry,"T-CELL LEUKEMIA, HOMEOBOX 1; TLX1",,10q24.31,10:101131300-101137789,3195,TLX1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,检索词中的acute等来自血液肿瘤语境，非脑缺血性卒中,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
723,*186880,186880,*,Gene_entry,T-CELL RECEPTOR ALPHA CHAIN CONSTANT REGION; TRAC,,14q11.2,14:22547506-22552132,28755,TRAC,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
724,*600284,600284,*,Gene_entry,ELONGATION FACTOR RNA POLYMERASE II; ELL,,19p13.11,19:18442663-18522070,8178,ELL,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
725,*600861,600861,*,Gene_entry,REGULATOR OF G PROTEIN SIGNALING 2; RGS2,,1q31.2,1:192809039-192812275,5997,RGS2,true,Excluded,thrombophilia,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
726,*600923,600923,*,Gene_entry,PROTOPORPHYRINOGEN OXIDASE; PPOX,,1q23.3,1:161165728-161178013,5498,PPOX,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
727,*608961,608961,*,Gene_entry,"TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL, SUBFAMILY M, MEMBER 3; TRPM3",,9q21.12-q21.13,9:70529060-71446971,80036,TRPM3,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
728,*609337,609337,*,Gene_entry,MICRO RNA 155; MIR155,"BIC TRANSCRIPT, INCLUDED; BIC, INCLUDED",21q21.3,21:25573980-25574044,406947,MIR155,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
729,*610782,610782,*,Gene_entry,MICRO RNA 29A; MIR29A,,7q32.3,7:130876747-130876810,407021,MIR29A,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
730,*611060,611060,*,Gene_entry,SET-BINDING PROTEIN 1; SETBP1,"SETBP1/NUP98 FUSION GENE, INCLUDED",18q12.3,18:44680073-45068510,26040,SETBP1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
731,*138981,138981,*,Gene_entry,"GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR RECEPTOR, BETA; CSF2RB",,22q12.3,22:36913628-36940439,1439,CSF2RB,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
732,*142858,142858,*,Gene_entry,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DP BETA-1; HLA-DPB1",,6p21.32,6:33075990-33089696,3115,HLA-DPB1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
733,*601172,601172,*,Gene_entry,CHONDROITIN SULFATE PROTEOGLYCAN 4; CSPG4,,15q24.2,15:75674322-75713466,1464,CSPG4,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
734,*601470,601470,*,Gene_entry,"CHEMOKINE, CX3C MOTIF, RECEPTOR 1; CX3CR1",,3p22.2,3:39263494-39292966,1524,CX3CR1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
735,*601768,601768,*,Gene_entry,"SH3 DOMAIN, GRB2-LIKE, 1; SH3GL1","EEN/MLL FUSION GENE, INCLUDED",19p13.3,19:4360370-4400547,6455,SH3GL1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
736,*193210,193210,*,Gene_entry,"INTEGRIN, ALPHA-V; ITGAV",,2q32.1,2:186590056-186680901,3685,ITGAV,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
737,*603149,603149,*,Gene_entry,INTERLEUKIN 17A; IL17A,,6p12.2,6:52186375-52190638,3605,IL17A,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
738,*603551,603551,*,Gene_entry,HYALURONOGLUCOSAMINIDASE 2; HYAL2,,3p21.31,3:50317808-50322745,8692,HYAL2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
739,*604834,604834,*,Gene_entry,TANK-BINDING KINASE 1; TBK1,,12q14.2,12:64452120-64502114,29110,TBK1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
740,*604895,604895,*,Gene_entry,T-BOX TRANSCRIPTION FACTOR 21; TBX21,,17q21.32,17:47733236-47746122,30009,TBX21,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
741,*605166,605166,*,Gene_entry,HISTONE DEACETYLASE 3; HDAC3,,5q31.3,5:141620881-141636849,8841,HDAC3,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
742,*605330,605330,*,Gene_entry,INTERLEUKIN 22; IL22,,12q15,12:68248242-68253604,50616,IL22,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
743,*300033,300033,*,Gene_entry,FORKHEAD BOX O4; FOXO4,,Xq13.1,X:71095851-71103532,4303,FOXO4,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
744,*606021,606021,*,Gene_entry,PRAME NUCLEAR RECEPTOR TRANSCRIPTIONAL REGULATOR; PRAME,,22q11.22,22:22547701-22559265,23532,PRAME,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
745,*606078,606078,*,Gene_entry,MYOCARDIN-RELATED TRANSCRIPTION FACTOR A; MRTFA,"MKL1/RBM15 FUSION GENE, INCLUDED",22q13.1-q13.2,22:40410289-40636719,57591,MRTFA,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
746,*606678,606678,*,Gene_entry,"TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL, SUBFAMILY M, MEMBER 8; TRPM8",,2q37.1,2:233917373-234019522,79054,TRPM8,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
747,*607048,607048,*,Gene_entry,START DOMAIN-CONTAINING PROTEIN 3; STARD3,,17q12,17:39637144-39664201,10948,STARD3,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
748,*608025,608025,*,Gene_entry,NBAS SUBUNIT OF NRZ TETHERING COMPLEX; NBAS,,2p24.3,2:14778909-15561334,51594,NBAS,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
749,*608300,608300,*,Gene_entry,N-ACETYLGLUTAMATE SYNTHASE; NAGS,,17q21.31,17:44004622-44009068,162417,NAGS,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
750,*300377,300377,*,Gene_entry,DYSTROPHIN; DMD,"APO-DYSTROPHIN 1, INCLUDED",Xp21.2-p21.1,X:31119222-33339388,1756,DMD,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
751,*602396,602396,*,Gene_entry,ANNEXIN A8; ANXA8,,10q11.22,10:47467993-47991796,653145,ANXA8,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
752,*605580,605580,*,Gene_entry,INTERLEUKIN 23-ALPHA; IL23A,,12q13.3,12:56338884-56340410,51561,IL23A,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
753,*608801,608801,*,Gene_entry,GLUTARYL-CoA DEHYDROGENASE; GCDH,,19p13.13,19:12891129-12899999,2639,GCDH,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
754,#117300,117300,#,Phenotype_known_molecular_basis,"CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 2",,13q14.2,,,,false,Excluded,arteriopathy_or_small_vessel,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
755,#173100,173100,#,Phenotype_known_molecular_basis,"ISOLATED GROWTH HORMONE DEFICIENCY, TYPE II; IGHD2",,17q23.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
756,#177650,177650,#,Phenotype_known_molecular_basis,EXFOLIATION SYNDROME; XFS,,15q24.1,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
757,#610006,610006,#,Phenotype_known_molecular_basis,2-METHYLBUTYRYL-CoA DEHYDROGENASE DEFICIENCY,,10q26.13,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
758,#610090,610090,#,Phenotype_known_molecular_basis,PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY; PNPOD,,17q21.32,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
759,#611895,611895,#,Phenotype_known_molecular_basis,AMYOTROPHIC LATERAL SCLEROSIS 9; ALS9,,14q11.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
760,#612933,612933,#,Phenotype_known_molecular_basis,GLYCOGEN STORAGE DISEASE XI; GSD11,,11p15.1,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
761,#613098,613098,#,Phenotype_known_molecular_basis,"INCREASED ANALGESIA FROM KAPPA-OPIOID RECEPTOR AGONIST, FEMALE-SPECIFIC",,16q24.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
762,#614372,614372,#,Phenotype_known_molecular_basis,MANNOSE-BINDING LECTIN DEFICIENCY; MBLD,,10q21.1,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
763,#614388,614388,#,Phenotype_known_molecular_basis,ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 1; EMPF1,,12p11.21,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
764,#614399,614399,#,Phenotype_known_molecular_basis,"CONGENITAL MYOPATHY 10A, SEVERE VARIANT; CMYO10A",,5q23.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
765,#615273,615273,#,Phenotype_known_molecular_basis,CONGENITAL DISORDER OF DEGLYCOSYLATION 1; CDDG1,,3p24.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
766,#615616,615616,#,Phenotype_known_molecular_basis,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 13; ARVD13",,10q21.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
767,#616052,616052,#,Phenotype_known_molecular_basis,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 7; MDDGC7",,7p21.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
768,#617974,617974,#,Phenotype_known_molecular_basis,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, DI ROCCO TYPE; SEMDDR",,4q35.1,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
769,#618266,618266,#,Phenotype_known_molecular_basis,"PONTOCEREBELLAR HYPOPLASIA, TYPE 12; PCH12",,17q21.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
770,#618512,618512,#,Phenotype_known_molecular_basis,O'DONNELL-LURIA-RODAN SYNDROME; ODLURO,,7q22.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
771,#133020,133020,#,Phenotype_known_molecular_basis,"ERYTHERMALGIA, PRIMARY","NEUROPATHY, SMALL FIBER, INCLUDED; SFNP, INCLUDED",2q24.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
772,#601494,601494,#,Phenotype_known_molecular_basis,"CARDIOMYOPATHY, DILATED, 1D; CMD1D","LEFT VENTRICULAR NONCOMPACTION 6, INCLUDED; LVNC6, INCLUDED",1q32.1,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
773,#601813,601813,#,Phenotype_known_molecular_basis,EXUDATIVE VITREORETINOPATHY 4; EVR4,,11q13.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
774,#192430,192430,#,Phenotype_known_molecular_basis,VELOCARDIOFACIAL SYNDROME; VCFS,,22q11.21,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
775,#192600,192600,#,Phenotype_known_molecular_basis,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1; CMH1",,"3p25.3, 14q11.2, 20q11.21",,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
776,#212720,212720,#,Phenotype_known_molecular_basis,MARTSOLF SYNDROME 1; MARTS1,,1q41,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
777,#223900,223900,#,Phenotype_known_molecular_basis,"DYSAUTONOMIA, FAMILIAL; FD",,9q31.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
778,#228550,228550,#,Phenotype_known_molecular_basis,"MYOFIBROMATOSIS, INFANTILE, 1; IMF1",,5q32,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
779,#243180,243180,#,Phenotype_known_molecular_basis,"VISCERAL NEUROPATHY, FAMILIAL, 1, AUTOSOMAL RECESSIVE; VSCN1","NEURONAL INTESTINAL DYSPLASIA, TYPE A, INCLUDED",12q13.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
