MIM_Raw,Title,Comparison_Status,Old_Rank_200_export,New_Rank_1000_export,Rank_Shift_New_Minus_Old,Field_Values_Changed
#208920,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA; EAOH",New_due_to_higher_export_limit,,990,,false
#231000,"GAUCHER DISEASE, TYPE III; GD3",New_due_to_higher_export_limit,,991,,false
#603829,"VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 1; VF1",New_due_to_higher_export_limit,,992,,false
#604168,"CONGENITAL CATARACTS, FACIAL DYSMORPHISM, AND NEUROPATHY; CCFDN",New_due_to_higher_export_limit,,993,,false
#250620,3-HYDROXYISOBUTYRYL-CoA HYDROLASE DEFICIENCY; HIBCHD,New_due_to_higher_export_limit,,994,,false
#251120,METHYLMALONYL-CoA EPIMERASE DEFICIENCY,New_due_to_higher_export_limit,,995,,false
#251260,NIJMEGEN BREAKAGE SYNDROME; NBS,New_due_to_higher_export_limit,,996,,false
#253260,BIOTINIDASE DEFICIENCY,New_due_to_higher_export_limit,,997,,false
#253550,"SPINAL MUSCULAR ATROPHY, TYPE II; SMA2",New_due_to_higher_export_limit,,998,,false
#255110,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, MYOPATHIC, STRESS-INDUCED",New_due_to_higher_export_limit,,999,,false
#255120,CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY,New_due_to_higher_export_limit,,1000,,false
