MIM_Raw,Title,Comparison_Status,Old_Rank_200_export,New_Rank_1000_export,Rank_Shift_New_Minus_Old,Field_Values_Changed
#613426,"CARDIOMYOPATHY, DILATED, 1S; CMD1S",New_due_to_higher_export_limit,,501,,false
#615377,"ATRIAL FIBRILLATION, FAMILIAL, 13; ATFB13",New_due_to_higher_export_limit,,502,,false
#615812,ABDOMINAL OBESITY-METABOLIC SYNDROME 3; AOMS3,New_due_to_higher_export_limit,,503,,false
#616539,"PERIPHERAL NEUROPATHY WITH VARIABLE SPASTICITY, EXERCISE INTOLERANCE, AND DEVELOPMENTAL DELAY; PNSED",New_due_to_higher_export_limit,,504,,false
#618440,OCULOSKELETODENTAL SYNDROME; OCSKD,New_due_to_higher_export_limit,,505,,false
#603472,NEURONAL INTRANUCLEAR INCLUSION DISEASE; NIID,New_due_to_higher_export_limit,,506,,false
#264800,PSEUDOXANTHOMA ELASTICUM; PXE,New_due_to_higher_export_limit,,507,,false
#300049,PERIVENTRICULAR NODULAR HETEROTOPIA 1; PVNH1,New_due_to_higher_export_limit,,508,,false
#615506,"TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 5; HHT5",New_due_to_higher_export_limit,,509,,false
#618734,"ANEURYSM, INTRACRANIAL BERRY, 12; ANIB12",New_due_to_higher_export_limit,,510,,false
%609113,"TELOMERE LENGTH, MEAN LEUKOCYTE; LTL",New_due_to_higher_export_limit,,511,,false
%608557,"MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO, 2",New_due_to_higher_export_limit,,512,,false
*120090,"COLLAGEN, TYPE IV, ALPHA-2; COL4A2",New_due_to_higher_export_limit,,513,,false
*600441,GROWTH ARREST-SPECIFIC 6; GAS6,New_due_to_higher_export_limit,,514,,false
*616821,THROMBOSPONDIN TYPE 1 DOMAIN-CONTAINING PROTEIN 1; THSD1,New_due_to_higher_export_limit,,515,,false
*617906,CILIA- AND FLAGELLA-ASSOCIATED PROTEIN 20; CFAP20,New_due_to_higher_export_limit,,516,,false
*134850,"FIBRINOGEN, G GAMMA POLYPEPTIDE; FGG",New_due_to_higher_export_limit,,517,,false
*601667,ANGIOPOIETIN 1; ANGPT1,New_due_to_higher_export_limit,,518,,false
*192974,"INTEGRIN, ALPHA-2; ITGA2",New_due_to_higher_export_limit,,519,,false
*602533,ONCOGENE DJ1; DJ1,New_due_to_higher_export_limit,,520,,false
*609806,HYDROXYMETHYLBILANE SYNTHASE; HMBS,New_due_to_higher_export_limit,,521,,false
*159555,LYSINE-SPECIFIC METHYLTRANSFERASE 2A; KMT2A,New_due_to_higher_export_limit,,522,,false
*136351,FMS-RELATED TYROSINE KINASE 3; FLT3,New_due_to_higher_export_limit,,523,,false
*600618,ETS VARIANT TRANSCRIPTION FACTOR 6; ETV6,New_due_to_higher_export_limit,,524,,false
*601021,"NUCLEOPORIN, 98-KD; NUP98",New_due_to_higher_export_limit,,525,,false
*116897,"CCAAT/ENHANCER-BINDING PROTEIN, ALPHA; CEBPA",New_due_to_higher_export_limit,,526,,false
*189980,"ABL PROTOONCOGENE 1, NONRECEPTOR TYROSINE KINASE; ABL1",New_due_to_higher_export_limit,,527,,false
*602769,DNA METHYLTRANSFERASE 3A; DNMT3A,New_due_to_higher_export_limit,,528,,false
*151410,BCR ACTIVATOR OF RhoGEF AND GTPase; BCR,New_due_to_higher_export_limit,,529,,false
#176200,VARIEGATE PORPHYRIA; VP,New_due_to_higher_export_limit,,530,,false
*164040,"NUCLEOPHOSMIN/NUCLEOPLASMIN FAMILY, MEMBER 1; NPM1",New_due_to_higher_export_limit,,531,,false
#202700,"NEUTROPENIA, SEVERE CONGENITAL, 1, AUTOSOMAL DOMINANT; SCN1",New_due_to_higher_export_limit,,532,,false
*114350,"NUCLEOPORIN, 214-KD; NUP214",New_due_to_higher_export_limit,,533,,false
*191170,TUMOR PROTEIN p53; TP53,New_due_to_higher_export_limit,,534,,false
#276700,"TYROSINEMIA, TYPE I; TYRSN1",New_due_to_higher_export_limit,,535,,false
*147141,TRANSCRIPTION FACTOR 3; TCF3,New_due_to_higher_export_limit,,536,,false
*173320,RIBONUCLEASE/ANGIOGENIN INHIBITOR 1; RNH1,New_due_to_higher_export_limit,,537,,false
#231670,GLUTARIC ACIDEMIA I; GA1,New_due_to_higher_export_limit,,538,,false
*164160,LEPTIN; LEP,New_due_to_higher_export_limit,,539,,false
*600160,CYCLIN-DEPENDENT KINASE INHIBITOR 2A; CDKN2A,New_due_to_higher_export_limit,,540,,false
*125270,DELTA-AMINOLEVULINATE DEHYDRATASE; ALAD,New_due_to_higher_export_limit,,541,,false
*179710,REGULATOR OF CHROMOSOME CONDENSATION 1; RCC1,New_due_to_higher_export_limit,,542,,false
*190030,"FES PROTOONCOGENE, TYROSINE KINASE; FES",New_due_to_higher_export_limit,,543,,false
#613070,"LIVER FAILURE, INFANTILE, TRANSIENT; LFIT",New_due_to_higher_export_limit,,544,,false
#121300,"COPROPORPHYRIA, HEREDITARY; HCP",New_due_to_higher_export_limit,,545,,false
*176797,ZINC FINGER- AND BTB DOMAIN-CONTAINING PROTEIN 16; ZBTB16,New_due_to_higher_export_limit,,546,,false
#616878,"METABOLIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION; MECRCN",New_due_to_higher_export_limit,,547,,false
#608232,"LEUKEMIA, CHRONIC MYELOID; CML",New_due_to_higher_export_limit,,548,,false
#620704,"ENCEPHALOPATHY, PORPHYRIA-RELATED; ENCEP",New_due_to_higher_export_limit,,549,,false
*159556,MLLT1 SUPER ELONGATION COMPLEX SUBUNIT; MLLT1,New_due_to_higher_export_limit,,550,,false
*600140,CREB-BINDING PROTEIN; CREBBP,New_due_to_higher_export_limit,,551,,false
*138971,"COLONY-STIMULATING FACTOR 3 RECEPTOR, GRANULOCYTE; CSF3R",New_due_to_higher_export_limit,,552,,false
*300335,ANGIOTENSIN I-CONVERTING ENZYME 2; ACE2,New_due_to_higher_export_limit,,553,,false
*305371,GATA-BINDING PROTEIN 1; GATA1,New_due_to_higher_export_limit,,554,,false
#190685,DOWN SYNDROME,New_due_to_higher_export_limit,,555,,false
*121360,"CORE-BINDING FACTOR, BETA SUBUNIT; CBFB",New_due_to_higher_export_limit,,556,,false
*606989,MYELOPEROXIDASE; MPO,New_due_to_higher_export_limit,,557,,false
*607982,SCY1-LIKE 1; SCYL1,New_due_to_higher_export_limit,,558,,false
*167414,PAIRED BOX GENE 5; PAX5,New_due_to_higher_export_limit,,559,,false
#106100,"ANGIOEDEMA, HEREDITARY, 1; HAE1",New_due_to_higher_export_limit,,560,,false
#535000,LEBER OPTIC ATROPHY,New_due_to_higher_export_limit,,561,,false
#613710,THIAMINE METABOLISM DYSFUNCTION SYNDROME 4 (BILATERAL STRIATAL DEGENERATION AND PROGRESSIVE POLYNEUROPATHY TYPE); THMD4,New_due_to_higher_export_limit,,562,,false
#616483,INFANTILE LIVER FAILURE SYNDROME 2; ILFS2,New_due_to_higher_export_limit,,563,,false
#618641,INFANTILE LIVER FAILURE SYNDROME 3; ILFS3,New_due_to_higher_export_limit,,564,,false
*607024,DEBRANCHING RNA LARIATS 1; DBR1,New_due_to_higher_export_limit,,565,,false
*608107,"MEFV INNATE IMMUNITY REGULATOR, PYRIN; MEFV",New_due_to_higher_export_limit,,566,,false
#609016,LONG-CHAIN 3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY,New_due_to_higher_export_limit,,567,,false
#610424,"HEPATITIS B VIRUS, SUSCEPTIBILITY TO",New_due_to_higher_export_limit,,568,,false
#601338,"CEREBELLAR ATAXIA, AREFLEXIA, PES CAVUS, OPTIC ATROPHY, AND SENSORINEURAL HEARING LOSS; CAPOS",New_due_to_higher_export_limit,,569,,false
#260400,SHWACHMAN-DIAMOND SYNDROME 1; SDS1,New_due_to_higher_export_limit,,570,,false
#300323,"HYPERURICEMIA, HPRT-RELATED; HRH",New_due_to_higher_export_limit,,571,,false
#614038,"LYMPHEDEMA, PRIMARY, WITH MYELODYSPLASIA",New_due_to_higher_export_limit,,572,,false
#619864,"LEUKODYSTROPHY, CHILDHOOD-ONSET, REMITTING; CORLK",New_due_to_higher_export_limit,,573,,false
*187270,TELOMERASE REVERSE TRANSCRIPTASE; TERT,New_due_to_higher_export_limit,,574,,false
*600650,CARNITINE PALMITOYLTRANSFERASE II; CPT2,New_due_to_higher_export_limit,,575,,false
*600890,"HYDROXYACYL-CoA DEHYDROGENASE/3-KETOACYL-CoA THIOLASE/ENOYL-CoA HYDRATASE, ALPHA SUBUNIT; HADHA",New_due_to_higher_export_limit,,576,,false
*137295,GATA-BINDING PROTEIN 2; GATA2,New_due_to_higher_export_limit,,577,,false
*142981,HOMEOBOX D4; HOXD4,New_due_to_higher_export_limit,,578,,false
*601728,PHOSPHATASE AND TENSIN HOMOLOG; PTEN,New_due_to_higher_export_limit,,579,,false
*602170,MYD88 INNATE IMMUNE SIGNAL TRANSDUCTION ADAPTOR; MYD88,New_due_to_higher_export_limit,,580,,false
*603023,IKAROS FAMILY ZINC FINGER 1; IKZF1,New_due_to_higher_export_limit,,581,,false
*300694,MICRO RNA 223; MIR223,New_due_to_higher_export_limit,,582,,false
*619378,"SMALL NUCLEOLAR RNA, H/ACA BOX, 31; SNORA31",New_due_to_higher_export_limit,,583,,false
#178500,INTERSTITIAL LUNG DISEASE 2; ILD2,New_due_to_higher_export_limit,,584,,false
#231680,MULTIPLE ACYL-CoA DEHYDROGENASE DEFICIENCY; MADD,New_due_to_higher_export_limit,,585,,false
#252270,MONOSOMY 7 MYELODYSPLASIA AND LEUKEMIA SYNDROME 1; M7MLS1,New_due_to_higher_export_limit,,586,,false
#610460,"THIOPURINES, POOR METABOLISM OF, 1; THPM1",New_due_to_higher_export_limit,,587,,false
#620483,"VARIEGATE PORPHYRIA, CHILDHOOD-ONSET; VPCO",New_due_to_higher_export_limit,,588,,false
*124092,INTERLEUKIN 10; IL10,New_due_to_higher_export_limit,,589,,false
*141900,HEMOGLOBIN--BETA LOCUS; HBB,New_due_to_higher_export_limit,,590,,false
*142385,HEPATIC LEUKEMIA FACTOR; HLF,New_due_to_higher_export_limit,,591,,false
*601181,RAN-BINDING PROTEIN 2; RANBP2,New_due_to_higher_export_limit,,592,,false
*601408,LYSINE ACETYLTRANSFERASE 6A; KAT6A,New_due_to_higher_export_limit,,593,,false
*605312,GROWTH/DIFFERENTIATION FACTOR 15; GDF15,New_due_to_higher_export_limit,,594,,false
*606411,"SOLUTE CARRIER FAMILY 13 (SODIUM-DEPENDENT DICARBOXYLATE TRANSPORTER), MEMBER 3; SLC13A3",New_due_to_higher_export_limit,,595,,false
#500009,"MITOCHONDRIAL MYOPATHY, INFANTILE, TRANSIENT; MMIT",New_due_to_higher_export_limit,,596,,false
#614742,"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE SYNDROME, TELOMERE-RELATED, 1; PFBMFT1",New_due_to_higher_export_limit,,597,,false
#614962,LEPTIN DEFICIENCY OR DYSFUNCTION; LEPD,New_due_to_higher_export_limit,,598,,false
#615751,"CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO; CA5AD",New_due_to_higher_export_limit,,599,,false
#615879,TATTON-BROWN-RAHMAN SYNDROME; TBRS,New_due_to_higher_export_limit,,600,,false
#618321,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 2; PEBEL2",New_due_to_higher_export_limit,,601,,false
#619935,"IMMUNODEFICIENCY 106, SUSCEPTIBILITY TO VIRAL INFECTIONS; IMD106",New_due_to_higher_export_limit,,602,,false
107700,"APPENDICITIS, PRONENESS TO",New_due_to_higher_export_limit,,603,,false
*159557,ALF TRANSCRIPTION ELONGATION FACTOR 1; AFF1,New_due_to_higher_export_limit,,604,,false
*165215,MDS1 AND EVI1 COMPLEX LOCUS; MECOM,New_due_to_higher_export_limit,,605,,false
*180385,LIM DOMAIN ONLY 2; LMO2,New_due_to_higher_export_limit,,606,,false
*604176,SUPPRESSOR OF CYTOKINE SIGNALING 3; SOCS3,New_due_to_higher_export_limit,,607,,false
*190070,"KRAS PROTOONCOGENE, GTPase; KRAS",New_due_to_higher_export_limit,,608,,false
#118600,CHONDROCALCINOSIS 2; CCAL2,New_due_to_higher_export_limit,,609,,false
#201710,LIPOID CONGENITAL ADRENAL HYPERPLASIA; LCAH,New_due_to_higher_export_limit,,610,,false
#210210,3-METHYLCROTONYL-CoA CARBOXYLASE 2 DEFICIENCY; MCC2D,New_due_to_higher_export_limit,,611,,false
#220150,"HYPOURICEMIA, RENAL, 1; RHUC1",New_due_to_higher_export_limit,,612,,false
#246450,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY; HMGCLD,New_due_to_higher_export_limit,,613,,false
#277400,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE; MAHCC",New_due_to_higher_export_limit,,614,,false
#605724,"FANCONI ANEMIA, COMPLEMENTATION GROUP D1; FANCD1",New_due_to_higher_export_limit,,615,,false
#618886,PSEUDO-TORCH SYNDROME 3; PTORCH3,New_due_to_higher_export_limit,,616,,false
#620730,"HYPEREMESIS GRAVIDARUM, SUSCEPTIBILITY TO; HG",New_due_to_higher_export_limit,,617,,false
*164720,"ETS PROTOONCOGENE 1, TRANSCRIPTION FACTOR; ETS1",New_due_to_higher_export_limit,,618,,false
*164740,"ETS PROTOONCOGENE 2, TRANSCRIPTION FACTOR; ETS2",New_due_to_higher_export_limit,,619,,false
*165080,ETS TRANSCRIPTION FACTOR ERG; ERG,New_due_to_higher_export_limit,,620,,false
*165170,SPI1 PROTOONCOGENE; SPI1,New_due_to_higher_export_limit,,621,,false
*187680,THIOPURINE S-METHYLTRANSFERASE; TPMT,New_due_to_higher_export_limit,,622,,false
*600049,MDS1 GENE; MDS1,New_due_to_higher_export_limit,,623,,false
*600832,"ACIDIC NUCLEAR PHOSPHOPROTEIN 32 FAMILY, MEMBER A; ANP32A",New_due_to_higher_export_limit,,624,,false
*609927,VPS37A SUBUNIT OF ESCRIT-I; VPS37A,New_due_to_higher_export_limit,,625,,false
*611817,"KILLER CELL LECTIN-LIKE RECEPTOR, SUBFAMILY K, MEMBER 1; KLRK1",New_due_to_higher_export_limit,,626,,false
*125264,DEK ONCOGENE; DEK,New_due_to_higher_export_limit,,627,,false
*142857,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DR BETA-1; HLA-DRB1",New_due_to_higher_export_limit,,628,,false
*602667,NIBRIN; NBN,New_due_to_higher_export_limit,,629,,false
*603025,PHOSPHATIDYLINOSITOL-BINDING CLATHRIN ASSEMBLY PROTEIN; PICALM,New_due_to_higher_export_limit,,630,,false
*603109,SMAD FAMILY MEMBER 3; SMAD3,New_due_to_higher_export_limit,,631,,false
*607601,TIR DOMAIN-CONTAINING ADAPTOR MOLECULE 1; TICAM1,New_due_to_higher_export_limit,,632,,false
*190180,"TRANSFORMING GROWTH FACTOR, BETA-1; TGFB1",New_due_to_higher_export_limit,,633,,false
#159550,ATAXIA-PANCYTOPENIA SYNDROME; ATXPC,New_due_to_higher_export_limit,,634,,false
#180200,RETINOBLASTOMA; RB1,New_due_to_higher_export_limit,,635,,false
#612076,"HYPOURICEMIA, RENAL, 2; RHUC2",New_due_to_higher_export_limit,,636,,false
#614286,MYELODYSPLASTIC SYNDROME; MDS,New_due_to_higher_export_limit,,637,,false
#616345,"IMMUNODEFICIENCY 39, SUSCEPTIBILITY TO VIRAL INFECTIONS; IMD39",New_due_to_higher_export_limit,,638,,false
#618549,"HEPATITIS, FULMINANT VIRAL, SUSCEPTIBILITY TO; FVH",New_due_to_higher_export_limit,,639,,false
#126200,"MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO; MS",New_due_to_higher_export_limit,,640,,false
#212140,"CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP",New_due_to_higher_export_limit,,641,,false
#245050,SUCCINYL-CoA:3-OXOACID-CoA TRANSFERASE DEFICIENCY; SCOTD,New_due_to_higher_export_limit,,642,,false
#606762,"HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 6; HHF6",New_due_to_higher_export_limit,,643,,false
#237310,N-ACETYLGLUTAMATE SYNTHASE DEFICIENCY; NAGSD,New_due_to_higher_export_limit,,644,,false
#238970,HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME; HHHS,New_due_to_higher_export_limit,,645,,false
#617186,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 1; PEBEL1",New_due_to_higher_export_limit,,646,,false
#619644,IMMUNODEFICIENCY 91 AND HYPERINFLAMMATION; IMD91,New_due_to_higher_export_limit,,647,,false
#621405,IMMUNODEFICIENCY 134 (EPSTEIN-BARR VIRUS-SPECIFIC); IMD134,New_due_to_higher_export_limit,,648,,false
178400,"PULMONARY EDEMA OF MOUNTAINEERS, SUSCEPTIBILITY TO",New_due_to_higher_export_limit,,649,,false
*146661,INTERLEUKIN 7 RECEPTOR; IL7R,New_due_to_higher_export_limit,,650,,false
*147700,"ISOCITRATE DEHYDROGENASE, NADP(+), 1; IDH1",New_due_to_higher_export_limit,,651,,false
*160745,"MYOSIN, HEAVY CHAIN 11, SMOOTH MUSCLE; MYH11",New_due_to_higher_export_limit,,652,,false
*180230,"RETINOIC ACID-BINDING PROTEIN, CELLULAR, TYPE I; CRABP1",New_due_to_higher_export_limit,,653,,false
*189990,"MYB PROTOONCOGENE, TRANSCRIPTION FACTOR; MYB",New_due_to_higher_export_limit,,654,,false
*600040,BCL2-ASSOCIATED X PROTEIN; BAX,New_due_to_higher_export_limit,,655,,false
*600185,BRCA2 DNA REPAIR-ASSOCIATED PROTEIN; BRCA2,New_due_to_higher_export_limit,,656,,false
*611249,MICRO RNA LET7B; MIRLET7B,New_due_to_higher_export_limit,,657,,false
*611769,MICRO RNA 128-2; MIR128-2,New_due_to_higher_export_limit,,658,,false
*611774,MICRO RNA 128-1; MIR128-1,New_due_to_higher_export_limit,,659,,false
*613871,FUMARYLACETOACETATE HYDROLASE; FAH,New_due_to_higher_export_limit,,660,,false
*615792,NUDIX HYDROLASE 15; NUDT15,New_due_to_higher_export_limit,,661,,false
*139380,"GUANINE NUCLEOTIDE-BINDING PROTEIN, BETA-1; GNB1",New_due_to_higher_export_limit,,662,,false
*142800,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, A; HLA-A",New_due_to_higher_export_limit,,663,,false
*601763,"CASPASE 8, APOPTOSIS-RELATED CYSTEINE PROTEASE; CASP8",New_due_to_higher_export_limit,,664,,false
*601993,NUCLEAR RECEPTOR COACTIVATOR 2; NCOA2,New_due_to_higher_export_limit,,665,,false
*602076,"TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL, SUBFAMILY V, MEMBER 1; TRPV1",New_due_to_higher_export_limit,,666,,false
*191045,"TROPONIN T2, CARDIAC; TNNT2",New_due_to_higher_export_limit,,667,,false
*191740,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A1; UGT1A1",New_due_to_higher_export_limit,,668,,false
*604491,CAS-BR-M MURINE ECOTROPIC RETROVIRAL TRANSFORMING SEQUENCE B; CBLB,New_due_to_higher_export_limit,,669,,false
*605384,INTERLEUKIN 21; IL21,New_due_to_higher_export_limit,,670,,false
*606077,RNA-BINDING MOTIF PROTEIN 15; RBM15,New_due_to_higher_export_limit,,671,,false
*608382,"DNAJ/HSP40 HOMOLOG, SUBFAMILY A, MEMBER 3; DNAJA3",New_due_to_higher_export_limit,,672,,false
*190060,"MOS PROTOONCOGENE, SERINE/THREONINE KINASE; MOS",New_due_to_higher_export_limit,,673,,false
*190080,"MYC PROTOONCOGENE, bHLH TRANSCRIPTION FACTOR; MYC",New_due_to_higher_export_limit,,674,,false
*190120,"THYROID HORMONE RECEPTOR, ALPHA-1; THRA",New_due_to_higher_export_limit,,675,,false
*621197,BEN DOMAIN-CONTAINING PROTEIN 4; BEND4,New_due_to_higher_export_limit,,676,,false
#148200,KERATOENDOTHELIITIS FUGAX HEREDITARIA; KEFH,New_due_to_higher_export_limit,,677,,false
#162500,"NEUROPATHY, HEREDITARY, WITH LIABILITY TO PRESSURE PALSIES; HNPP",New_due_to_higher_export_limit,,678,,false
#169500,"LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT, TYPICAL; ADLDTY",New_due_to_higher_export_limit,,679,,false
#610738,"NEUTROPENIA, SEVERE CONGENITAL, 3, AUTOSOMAL RECESSIVE; SCN3",New_due_to_higher_export_limit,,680,,false
#612300,"HEMOLYTIC ANEMIA, CD59-MEDIATED, WITH OR WITHOUT IMMUNE-MEDIATED POLYNEUROPATHY; HACD59",New_due_to_higher_export_limit,,681,,false
#614458,THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE); THMD5,New_due_to_higher_export_limit,,682,,false
#615008,"NEPHROTIC SYNDROME, TYPE 7; NPHS7",New_due_to_higher_export_limit,,683,,false
#615438,INFANTILE LIVER FAILURE SYNDROME 1; ILFS1,New_due_to_higher_export_limit,,684,,false
#615947,"HYPERLIPOPROTEINEMIA, TYPE ID",New_due_to_higher_export_limit,,685,,false
#618523,"HYPER-IgE SYNDROME 4B, AUTOSOMAL RECESSIVE, WITH RECURRENT INFECTIONS; HIES4B",New_due_to_higher_export_limit,,686,,false
#210900,BLOOM SYNDROME; BLM,New_due_to_higher_export_limit,,687,,false
#227650,"FANCONI ANEMIA, COMPLEMENTATION GROUP A; FANCA",New_due_to_higher_export_limit,,688,,false
#229600,"FRUCTOSE INTOLERANCE, HEREDITARY; HFI",New_due_to_higher_export_limit,,689,,false
#604173,POIKILODERMA WITH NEUTROPENIA; PN,New_due_to_higher_export_limit,,690,,false
#248600,"MAPLE SYRUP URINE DISEASE, TYPE IA; MSUD1A",New_due_to_higher_export_limit,,691,,false
#249100,FAMILIAL MEDITERRANEAN FEVER; FMF,New_due_to_higher_export_limit,,692,,false
#261680,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, CYTOSOLIC; PCKDC",New_due_to_higher_export_limit,,693,,false
#277590,WEAVER SYNDROME; WVS,New_due_to_higher_export_limit,,694,,false
#277900,WILSON DISEASE; WND,New_due_to_higher_export_limit,,695,,false
#607624,"GRISCELLI SYNDROME, TYPE 2; GS2",New_due_to_higher_export_limit,,696,,false
#301109,"AUTOINFLAMMATORY DISEASE, MULTISYSTEM, WITH IMMUNE DYSREGULATION, X-LINKED; ADMIDX",New_due_to_higher_export_limit,,697,,false
#301110,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, 8, WITH RHIZOMELIC SHORT STATURE; AHUS8",New_due_to_higher_export_limit,,698,,false
#310200,"MUSCULAR DYSTROPHY, DUCHENNE TYPE; DMD",New_due_to_higher_export_limit,,699,,false
#618892,HARDEROPORPHYRIA; HARPO,New_due_to_higher_export_limit,,700,,false
#618973,SODIUM-DEPENDENT MULTIVITAMIN TRANSPORTER DEFICIENCY; SMVTD,New_due_to_higher_export_limit,,701,,false
#619175,PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 5; PRAAS5,New_due_to_higher_export_limit,,702,,false
#619382,"LEBER-LIKE HEREDITARY OPTIC NEUROPATHY, AUTOSOMAL RECESSIVE 1; LHONAR1",New_due_to_higher_export_limit,,703,,false
#619812,"BLOOD GROUP, EMM SYSTEM; EMM",New_due_to_higher_export_limit,,704,,false
#619824,"AGAMMAGLOBULINEMIA 8B, AUTOSOMAL RECESSIVE; AGM8B",New_due_to_higher_export_limit,,705,,false
#620565,IMMUNODEFICIENCY 113 WITH AUTOIMMUNITY AND AUTOINFLAMMATION; IMD113,New_due_to_higher_export_limit,,706,,false
#620569,"LEBER-LIKE HEREDITARY OPTIC NEUROPATHY, AUTOSOMAL RECESSIVE 2; LHONAR2",New_due_to_higher_export_limit,,707,,false
#621063,MUGGENTHALER-CHOWDHURY-CHIOZA SYNDROME; MCCS,New_due_to_higher_export_limit,,708,,false
%160010,"MYOGLOBINURIA, AUTOSOMAL DOMINANT",New_due_to_higher_export_limit,,709,,false
*147558,"INTEGRIN, BETA-6; ITGB6",New_due_to_higher_export_limit,,710,,false
*147575,INTERFERON REGULATORY FACTOR 1; IRF1,New_due_to_higher_export_limit,,711,,false
*147650,"ISOCITRATE DEHYDROGENASE, NADP(+), 2; IDH2",New_due_to_higher_export_limit,,712,,false
*147670,INSULIN RECEPTOR; INSR,New_due_to_higher_export_limit,,713,,false
*147720,INTERLEUKIN 1-BETA; IL1B,New_due_to_higher_export_limit,,714,,false
*147740,INTERLEUKIN 3; IL3,New_due_to_higher_export_limit,,715,,false
*159559,AFADIN; AFDN,New_due_to_higher_export_limit,,716,,false
*164790,"NRAS PROTOONCOGENE, GTPase; NRAS",New_due_to_higher_export_limit,,717,,false
*164920,"KIT PROTOONCOGENE, RECEPTOR TYROSINE KINASE; KIT",New_due_to_higher_export_limit,,718,,false
*104750,SERUM AMYLOID A1; SAA1,New_due_to_higher_export_limit,,719,,false
*176310,PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR 1; PBX1,New_due_to_higher_export_limit,,720,,false
*180474,RIBOSOMAL PROTEIN L22; RPL22,New_due_to_higher_export_limit,,721,,false
*186770,"T-CELL LEUKEMIA, HOMEOBOX 1; TLX1",New_due_to_higher_export_limit,,722,,false
*186880,T-CELL RECEPTOR ALPHA CHAIN CONSTANT REGION; TRAC,New_due_to_higher_export_limit,,723,,false
*600284,ELONGATION FACTOR RNA POLYMERASE II; ELL,New_due_to_higher_export_limit,,724,,false
*600861,REGULATOR OF G PROTEIN SIGNALING 2; RGS2,New_due_to_higher_export_limit,,725,,false
*600923,PROTOPORPHYRINOGEN OXIDASE; PPOX,New_due_to_higher_export_limit,,726,,false
*608961,"TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL, SUBFAMILY M, MEMBER 3; TRPM3",New_due_to_higher_export_limit,,727,,false
*609337,MICRO RNA 155; MIR155,New_due_to_higher_export_limit,,728,,false
*610782,MICRO RNA 29A; MIR29A,New_due_to_higher_export_limit,,729,,false
*611060,SET-BINDING PROTEIN 1; SETBP1,New_due_to_higher_export_limit,,730,,false
*138981,"GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR RECEPTOR, BETA; CSF2RB",New_due_to_higher_export_limit,,731,,false
*142858,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DP BETA-1; HLA-DPB1",New_due_to_higher_export_limit,,732,,false
*601172,CHONDROITIN SULFATE PROTEOGLYCAN 4; CSPG4,New_due_to_higher_export_limit,,733,,false
*601470,"CHEMOKINE, CX3C MOTIF, RECEPTOR 1; CX3CR1",New_due_to_higher_export_limit,,734,,false
*601768,"SH3 DOMAIN, GRB2-LIKE, 1; SH3GL1",New_due_to_higher_export_limit,,735,,false
*193210,"INTEGRIN, ALPHA-V; ITGAV",New_due_to_higher_export_limit,,736,,false
*603149,INTERLEUKIN 17A; IL17A,New_due_to_higher_export_limit,,737,,false
*603551,HYALURONOGLUCOSAMINIDASE 2; HYAL2,New_due_to_higher_export_limit,,738,,false
*604834,TANK-BINDING KINASE 1; TBK1,New_due_to_higher_export_limit,,739,,false
*604895,T-BOX TRANSCRIPTION FACTOR 21; TBX21,New_due_to_higher_export_limit,,740,,false
*605166,HISTONE DEACETYLASE 3; HDAC3,New_due_to_higher_export_limit,,741,,false
*605330,INTERLEUKIN 22; IL22,New_due_to_higher_export_limit,,742,,false
