"Gene_Symbol","logFC_GSE16561","adj.P.Val_GSE16561","logFC_GSE58294","adj.P.Val_GSE58294","Evidence_Class","Replication_Rule"
"PTGS2",0.556014450771489,0.00839568169781916,0.699082504347826,0.00491318063177915,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"RAB32",0.610473778459328,6.43411600410064e-05,0.651562248913044,8.31625359338411e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"RBP7",0.750341754131815,6.43411600410064e-05,0.522435652173914,0.0154273591865646,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"REPS2",0.528211348836185,0.00183991707740963,0.681036286956522,0.000303158294364932,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"RNF24",0.589202572226314,0.0044784951732448,0.536379974782609,0.00139011906848748,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"ROPN1L",0.546646325204773,0.0105481335471769,0.716483245652174,0.000752466543051295,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"RRAGD",0.770615129219733,2.45425264826029e-05,0.587216326086957,7.85356484862536e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"RYBP",0.621014242021429,0.000260922365897295,0.631074336956522,8.57042487449096e-07,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"S100A12",0.804528462502721,0.00689576692684471,0.842858260869566,2.83855170523772e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SAMD9L",0.518349298908322,0.0185739557068194,0.519797377681159,0.00217685745043222,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SCO2",0.516265304992276,0.00396735094006904,0.765500434782609,1.96220365385854e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SH3GLB1",0.664552983860452,0.000146870239145614,0.639222173913044,2.8799517134377e-07,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SIGLEC5",0.719987481641997,0.00200977479223705,0.71286347826087,0.00444573264727869,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SIPA1L2",0.547876816833154,0.0375459678211853,0.798531152173913,2.79756099886942e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SIRPB1",0.62986635990382,0.000112894729596763,0.525263043478261,5.42057031801429e-07,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SLC22A15",0.536330649412054,0.000109794246783788,0.738458416086957,0.000185307674621714,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SLC22A4",0.66912025683909,0.000177927696949158,1.12854913043478,1.47899371014262e-09,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SLC2A3",0.77257691382131,1.90568527879414e-05,0.661354202898551,2.99984353996415e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SLC40A1",0.696914006823551,5.95001122758019e-05,0.553739982608696,6.78685250020151e-07,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SLC7A5",0.512835398061296,0.0322251016667357,0.840765104347826,0.00723717757645284,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SORL1",0.783866423952961,0.000256712362521821,0.509976231884058,2.93898328389213e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SORT1",0.543689131586363,0.00503929594236714,0.513568013043478,0.000169949646691288,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"SRPK1",0.74715513003424,2.85107386376244e-05,0.893755036956522,9.97526910721246e-09,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"STAT3",0.585083233246354,0.000106738935816919,0.524261847826087,0.000291414678168421,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
