"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Dataset","Contrast","Platform","Age_Sex_Corrected","FDR_lt_0.05","Strict_abs_log2FC_ge_1","Extended_abs_log2FC_ge_0.5"
-1.98485260869565,-3.6281302173913,-7.23734885591645,2.89198764522219e-09,2.36156308770438e-07,11.0656999027883,"LPAR4","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.02780086956522,-2.64999108695652,7.20056805198638,3.29602466100984e-09,2.61958479069496e-07,10.9384606600659,"DLGAP1-AS2","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
2.05493601449275,-3.41515097826087,7.14896250905614,3.96010394906648e-09,3.03166340189012e-07,10.7598718279975,"OLAH","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.07267693478261,0.726662358695652,7.05277000012202,5.57676024164448e-09,3.93643655972078e-07,10.4268100039927,"SLIRP","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.34954247391304,0.0913877586956522,7.04846183630758,5.66295318929601e-09,3.97035940271753e-07,10.4118886878019,"CLEC5A","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.13330410434783,-0.19492707826087,7.01062739537798,6.47958967201797e-09,4.45173268388876e-07,10.2808351608283,"TMEM272","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.02692739130435,-4.1412518115942,-6.96655216733482,7.5808464956206e-09,5.05948610827909e-07,10.1281363500371,"DUXAP8","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.09097297826087,-2.0780304673913,6.89868163166612,9.65424878955106e-09,6.12897629709822e-07,9.8929534962824,"CDCA5","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.19549608695652,-3.41574456521739,-6.80869853459203,1.33034833206442e-08,7.89226305372575e-07,9.58109842571562,"PEG3-AS1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.00873260869565,-4.44342456521739,-6.7916575678187,1.4136404605945e-08,8.26860542442674e-07,9.52203728245563,"FGF20","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.13268826086957,-4.37543304347826,-6.77587604310336,1.49542255610331e-08,8.6258127107311e-07,9.46734137706709,"MPPED2","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.19568565217391,-4.97420717391304,-6.72840782952482,1.77105519701893e-08,9.83431529800673e-07,9.30282963985665,"CCEPR","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.43247043478261,-3.90335173913043,-6.71802788569657,1.83779744965036e-08,1.01210800274051e-06,9.26685710839158,"GADL1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.03823434782609,1.98235913043478,6.65447532239842,2.30493802561349e-08,1.19690086053241e-06,9.04663001080862,"ZNF467","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.14070565217391,-3.41379739130435,-6.53517083113131,3.52596457319336e-08,1.63158134016901e-06,8.63335617361197,"LIX1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.05331343478261,-1.00905584782609,-6.44455816425995,4.86901168979068e-08,2.12998803396032e-06,8.31967616893612,"CLIC3","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.16459826086957,-3.47754434782609,-6.35316628918845,6.74109661703102e-08,2.80739709712874e-06,8.00355231083282,"ZNF566","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.32343652173913,-4.37106086956522,-6.30039500465595,8.133306226076e-08,3.26319528989558e-06,7.82116034056612,"LINC01798","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.27298,-3.23041652173913,6.27587410993975,8.87443301001831e-08,3.49985451832597e-06,7.73645024925809,"C1QC","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.58445959565217,-1.51051108478261,6.24543163201123,9.88887981989267e-08,3.77135795768544e-06,7.63132234911256,"INSC","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.03732134782609,1.31615067391304,6.21067225101878,1.118923182156e-07,4.20565657437444e-06,7.51134283494771,"UQCRQ","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.43859002173913,0.138277197826087,6.17850059409172,1.25441044641614e-07,4.54951105743532e-06,7.4003521545119,"SLC26A8","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.06726391304348,-4.13208152173913,-6.15923352412829,1.34325462829565e-07,4.76658874857448e-06,7.33390922990283,"ACKR4","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.4046941826087,-0.879831604347826,6.08380455490294,1.75561745611413e-07,5.87736692743801e-06,7.07400466212175,"BMX","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.09424695652174,-4.79642304347826,-6.06743783358404,1.86055236303144e-07,6.16963962265068e-06,7.01765794512261,"LOC101927468","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.26416347826087,-4.95871695652174,-5.99417577169237,2.41222085996824e-07,7.53068590211675e-06,6.76566235701474,"LINC01527","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.04701956521739,-2.38382065217391,5.95917628422686,2.73050640987234e-07,8.27617685193185e-06,6.64541661272218,"GPR141","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.1644047826087,3.26012847826087,5.95804714121719,2.74144257888733e-07,8.28520447317429e-06,6.64153886954281,"BCL2A1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.18037391304348,-5.12964826086957,-5.95001159198312,2.82053842098562e-07,8.43474460644283e-06,6.61394582793742,"LOC105371215","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.23127215186957,0.539856093630435,5.924975877252,3.08181693724965e-07,9.06393701756347e-06,6.5280098462854,"CASP5","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.3057827,0.00954439347826094,5.89513946466533,3.42479717783358e-07,9.90479883805953e-06,6.4256633234659,"RPL22L1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.06413826086956,-4.4294147826087,-5.85346058181445,3.96831318225624e-07,1.1106476531468e-05,6.28282331329577,"ZNF257","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.08780286956522,-0.295877952173913,-5.83080865671487,4.2988228686389e-07,1.18295817804522e-05,6.20525740188479,"CD19","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.1574,-4.82657173913044,-5.82193006489499,4.43570687791193e-07,1.21213548974751e-05,6.17486788398442,"CCDC144BP","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.04218217391304,-4.606665,-5.76712625281346,5.38183922974096e-07,1.41855744659362e-05,5.98745431981493,"LINC00624","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.074523,0.0550767347826087,5.74728326125608,5.77173417844221e-07,1.49086080079497e-05,5.91967065654322,"SNORD89","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.01165696521739,0.617481965217391,5.70723391674859,6.64611826694192e-07,1.66737494786183e-05,5.78298694256996,"FKBP9","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.15494024456522,-1.43738064293478,5.68803465336144,7.11072662383369e-07,1.76901625433798e-05,5.71752310720954,"ARG1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.01148782608696,3.13513956521739,5.62449786707329,8.89039489270434e-07,2.10608296758569e-05,5.50117623806677,"LY96","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.07181565217391,-4.32505652173913,-5.61070061779507,9.33176262794503e-07,2.20062619707474e-05,5.45425765739517,"LINC00566","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.34286,2.53845173913043,5.59973119080615,9.69811904494086e-07,2.26903295362701e-05,5.41697156359963,"MMP9","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.3277652173913,2.42697826086957,5.58195767188165,1.03222244773535e-06,2.38877852357849e-05,5.35658876939993,"CFD","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.03736281826087,0.0223153126086957,5.49192701165385,1.41497127316874e-06,3.06916112720756e-05,5.05133724561727,"LOC145474","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.04959525826087,-2.27209958826087,5.46694757839398,1.54412141922078e-06,3.28765238368448e-05,4.96683353370301,"THBS1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.02052826086957,-3.38304282608696,5.43036360692712,1.75460736851472e-06,3.63467334604476e-05,4.84322857854919,"H4C4","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.07941304347826,-3.69069913043478,-5.40989388717994,1.8845253009287e-06,3.83592085447099e-05,4.77415131031474,"GRHL2","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.20367782608696,-2.45526152173913,-5.39334598619983,1.99647494277925e-06,4.02628304056332e-05,4.71835318830352,"LINC00540","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.34023522173913,0.293091106521739,5.36666210132392,2.19101271164942e-06,4.34509120901675e-05,4.62846290774884,"ECHDC3","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.11722,-3.65920826086957,-5.33116116513344,2.4791704912177e-06,4.80221089661639e-05,4.50903808017012,"LRRC37BP1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.00397695652174,-4.8267802173913,-5.3259835582567,2.52421608064548e-06,4.86682883771118e-05,4.49163696134268,"C2orf80","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.30275106304348,-1.74766966413043,-5.25053035323098,3.28025251215436e-06,6.0257956947599e-05,4.23853767954955,"GAS6-AS1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.10928,-3.04635695652174,-5.22913565134509,3.5326927026129e-06,6.39663131708768e-05,4.16694229157289,"PCGF3-AS1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.0538047826087,-4.02037195652174,5.22714146777453,3.55717791528049e-06,6.42420778229711e-05,4.16027289104782,"FRY-AS1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.14808652173913,-2.87524282608696,5.2136570101361,3.72720027020553e-06,6.66765388543726e-05,4.11519296907504,"LOC101928236","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.09263913043478,2.77204565217391,5.17888592074037,4.20353758805497e-06,7.35548430219064e-05,3.99909518864656,"ANXA3","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.0554747826087,-2.73188391304348,-5.11958801574562,5.15826776127767e-06,8.69017876966707e-05,3.80160244334624,"COL5A3","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.07225876521739,0.143066382608696,5.06778909773344,6.16525694634066e-06,0.00010076855996362,3.62961916254867,"RNASE2CP","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.0561300173913,1.16857325217391,4.99862679096916,7.81724505895976e-06,0.000121749060480717,3.40079881160807,"OR52K3P","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.01246434782609,2.08582891304348,4.98411081762921,8.21575002404072e-06,0.000126442396711456,3.35289549005294,"TNFAIP6","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.12614977630435,-0.2612442425,4.96919970844661,8.64592533068228e-06,0.00013150774518685,3.30373339967204,"TGFBR3","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.35503039130435,-2.12435523913043,4.9178809179715,1.03028786313903e-05,0.000152586658422076,3.13489181057122,"HTRA1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.00978391304348,-3.03048369565217,-4.89900505173886,1.09878611132258e-05,0.000161354183329125,3.07293124522133,"TRBV16","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.04358191304348,-1.74316486956522,-4.84780825085358,1.30793084475354e-05,0.000185777926195791,2.90527211390623,"SLC38A5","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.05565305217391,-1.28014738695652,4.83248729014368,1.37780168546187e-05,0.000193197739063362,2.85521377812489,"LOC100422526","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.20800217391304,-3.64542586956522,4.80967382495208,1.48868934987436e-05,0.000204884192547481,2.78077505194857,"DLGAP5","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.49998739130435,-3.25591760869565,-4.77151405540566,1.69407528344862e-05,0.000227853536186796,2.65653440940482,"USP43","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.16569521739131,-4.63786847826087,4.76458711746675,1.73423295207578e-05,0.000232679979130631,2.63401874473937,"DDIT4L","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.03195869565217,-3.66321543478261,4.652452134004,2.53045324876724e-05,0.000319536858696666,2.27117073906965,"KIF4A","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.29486291304348,-2.58810332608696,4.60959898204709,2.92137328269386e-05,0.000358466445878222,2.13335156807855,"LINC02555","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.66647288695652,-1.34182731304348,-4.54188429787227,3.67230093352743e-05,0.000431536807781273,1.91444988601142,"ZNF595","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.11134590869565,-1.80216269782609,4.20698291898717,0.000110162231351828,0.00104984354390806,0.864162512918258,"SERPINB2","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.11218765217391,-1.91245095652174,4.19617942549537,0.000114086989810789,0.00107983335855912,0.830804411030351,"OMG","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.03374608695652,-3.89305043478261,-4.17712122701052,0.000121344357461777,0.00113256546634988,0.772054495828182,"HISLA","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.18917413043478,-0.383570330434783,4.09421191923532,0.000158483086376968,0.00141150269787323,0.517934154058331,"LINC01270","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
